"보고 시작","보고 종료","캠페인 이름",연령,"캠페인 게재","기여 설정",결과,"결과 표시 도구",도달,빈도,"결과당 비용","광고 세트 예산","광고 세트 예산 유형","지출 금액 (KRW)",종료,노출,"CPM(1,000회 노출당 비용) (KRW)","링크 클릭",shop_clicks,"CPC(링크 클릭당 비용) (KRW)","CTR(링크 클릭률)",클릭(전체),CTR(전체),"CPC(전체) (KRW)","랜딩 페이지 조회","랜딩 페이지 조회당 비용 (KRW)"
2025-01-07,2026-04-26,교육아니고실무100%실무만,45-54,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,21,1,,10000,"일일 예산",600,"진행 중",21,28571.428571,,,,,0,0,0,,
2025-01-07,2026-04-26,고객이많아서바쁨,45-54,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,102,1.147059,,20000,"일일 예산",4572,"진행 중",117,39076.923077,3,,1524,2.564103,3,2.564103,1524,2,2286
2025-01-07,2026-04-26,수강생들이믿을수밖에,45-54,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,9,1,,10000,"일일 예산",232,"진행 중",9,25777.777778,,,,,0,0,0,,
2025-01-07,2026-04-26,"고객이 많은데에서",45-54,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,134,1.089552,,20000,"일일 예산",4838,"진행 중",146,33136.986301,8,,604.75,5.479452,8,5.479452,604.75,7,691.142857
2025-01-07,2026-04-26,크루즈여행사이정도는해야지,45-54,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,65,1.123077,,10000,"일일 예산",2260,"진행 중",73,30958.90411,2,,1130,2.739726,2,2.739726,1130,1,2260
2025-01-07,2026-04-26,"직업 바꾸고 2차 인생 사는 법",55-64,inactive,"클릭 후 7일 또는 조회 후 1일",3,actions:offsite_conversion.fb_pixel_lead,586,1.319113,13891.66666667,30000,"일일 예산",41675,"진행 중",773,53913.324709,60,,694.583333,7.761966,63,8.150065,661.507937,44,947.159091
2025-01-07,2026-04-26,세부타겟크루즈여행하면서,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,30,1.066667,,"광고 세트 예산 사용 중",0,1917,"진행 중",32,59906.25,5,,383.4,15.625,6,18.75,319.5,5,383.4
2025-01-07,2026-04-26,"크루즈 프리랜서 어떻게 해?",55-64,inactive,"클릭 후 7일 또는 조회 후 1일",,,49,1.081633,,20000,"일일 예산",2849,"진행 중",53,53754.716981,4,,712.25,7.54717,6,11.320755,474.833333,4,712.25
2025-01-07,2026-04-26,대한민국크루즈야영상,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",3,actions:offsite_conversion.fb_pixel_lead,672,1.255952,7496,"광고 세트 예산 사용 중",0,22488,"진행 중",844,26644.549763,71,,316.732394,8.412322,80,9.478673,281.1,66,340.727273
2025-01-07,2026-04-26,"사본 경력없이2차직장영상",55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,17,1.058824,,"광고 세트 예산 사용 중",0,689,"진행 중",18,38277.777778,,,,,0,0,0,,
2025-01-07,2026-04-26,세부타겟크루즈야영상,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",1,actions:offsite_conversion.fb_pixel_lead,588,1.430272,24389,"광고 세트 예산 사용 중",0,24389,"진행 중",841,29000,77,,316.74026,9.155767,86,10.225922,283.593023,68,358.661765
2025-01-07,2026-04-26,기업이좋아하는프리랜서,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,27,1.111111,,10000,"일일 예산",1394,"진행 중",30,46466.666667,3,,464.666667,10,3,10,464.666667,,
2025-01-07,2026-04-26,경력없이2차직장영상,55-64,not_delivering,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",52,actions:offsite_conversion.fb_pixel_lead,7488,2.225027,9222.09615385,"광고 세트 예산 사용 중",0,479549,"진행 중",16661,28782.726127,1441,,332.789035,8.648941,1561,9.369186,307.206278,1251,383.332534
2025-01-07,2026-04-26,크루즈프리랜서무료강의,55-64,inactive,"클릭 후 7일, 조회 후 1일 또는 참여한 조회 후 1일",,,38,1.078947,,10000,"일일 예산",2163,"진행 중",41,52756.097561,2,,1081.5,4.878049,2,4.878049,1081.5,,
